,Datetime,Close,High,Low,Open,Volume
1,2024-09-29 22:00:00+00:00,2684.5,2685.5,2679.300048828125,2680.5,3295
2,2024-09-29 23:00:00+00:00,2685.300048828125,2686.800048828125,2683.39990234375,2684.39990234375,2296
3,2024-09-30 00:00:00+00:00,2683.10009765625,2687.699951171875,2682.800048828125,2685.39990234375,3583
4,2024-09-30 01:00:00+00:00,2674.39990234375,2685.89990234375,2668.800048828125,2683.10009765625,8376
5,2024-09-30 02:00:00+00:00,2673.89990234375,2678.10009765625,2672.0,2674.10009765625,3682
6,2024-09-30 03:00:00+00:00,2675.0,2677.300048828125,2673.60009765625,2674.0,1379
7,2024-09-30 04:00:00+00:00,2677.5,2677.60009765625,2673.699951171875,2675.0,1920
8,2024-09-30 05:00:00+00:00,2679.39990234375,2681.0,2676.0,2677.39990234375,2756
9,2024-09-30 06:00:00+00:00,2679.60009765625,2681.800048828125,2677.199951171875,2679.39990234375,5109
10,2024-09-30 07:00:00+00:00,2672.60009765625,2682.39990234375,2672.300048828125,2679.699951171875,6714
11,2024-09-30 08:00:00+00:00,2675.300048828125,2678.39990234375,2672.300048828125,2672.60009765625,5374
12,2024-09-30 09:00:00+00:00,2671.39990234375,2675.300048828125,2670.0,2675.300048828125,5510
13,2024-09-30 10:00:00+00:00,2658.300048828125,2671.699951171875,2657.300048828125,2671.39990234375,11294
14,2024-09-30 11:00:00+00:00,2663.199951171875,2664.39990234375,2655.800048828125,2658.39990234375,8555
15,2024-09-30 12:00:00+00:00,2660.60009765625,2666.0,2656.5,2663.39990234375,9749
16,2024-09-30 13:00:00+00:00,2657.10009765625,2663.60009765625,2651.699951171875,2660.800048828125,16432
17,2024-09-30 14:00:00+00:00,2655.0,2657.89990234375,2650.199951171875,2657.0,15808
18,2024-09-30 15:00:00+00:00,2655.800048828125,2658.10009765625,2652.0,2655.10009765625,8037
19,2024-09-30 16:00:00+00:00,2660.800048828125,2661.0,2654.89990234375,2656.10009765625,6592
20,2024-09-30 17:00:00+00:00,2659.199951171875,2663.39990234375,2657.800048828125,2660.800048828125,8316
21,2024-09-30 18:00:00+00:00,2653.199951171875,2659.800048828125,2646.199951171875,2659.199951171875,14819
22,2024-09-30 19:00:00+00:00,2652.800048828125,2653.5,2648.10009765625,2653.10009765625,5072
23,2024-09-30 20:00:00+00:00,2656.39990234375,2656.89990234375,2652.60009765625,2652.89990234375,1943
24,2024-09-30 22:00:00+00:00,2656.39990234375,2656.39990234375,2653.800048828125,2656.10009765625,0
25,2024-09-30 23:00:00+00:00,2657.199951171875,2657.800048828125,2656.0,2656.5,1396
26,2024-10-01 00:00:00+00:00,2657.89990234375,2658.699951171875,2655.39990234375,2657.300048828125,2031
27,2024-10-01 01:00:00+00:00,2661.300048828125,2661.39990234375,2657.0,2658.0,1375
28,2024-10-01 02:00:00+00:00,2657.800048828125,2661.5,2656.39990234375,2661.300048828125,2521
29,2024-10-01 03:00:00+00:00,2659.300048828125,2660.0,2655.800048828125,2657.800048828125,1657
30,2024-10-01 04:00:00+00:00,2661.0,2661.800048828125,2658.699951171875,2659.199951171875,1485
31,2024-10-01 05:00:00+00:00,2664.39990234375,2665.800048828125,2660.89990234375,2660.89990234375,3391
32,2024-10-01 06:00:00+00:00,2666.5,2666.800048828125,2663.800048828125,2664.300048828125,3323
33,2024-10-01 07:00:00+00:00,2667.0,2668.89990234375,2662.89990234375,2666.60009765625,7778
34,2024-10-01 08:00:00+00:00,2667.89990234375,2668.199951171875,2663.800048828125,2667.10009765625,4060
35,2024-10-01 09:00:00+00:00,2670.10009765625,2670.699951171875,2666.800048828125,2667.800048828125,6127
36,2024-10-01 10:00:00+00:00,2671.699951171875,2672.0,2669.699951171875,2670.10009765625,3096
37,2024-10-01 11:00:00+00:00,2671.800048828125,2673.60009765625,2668.0,2671.699951171875,5676
38,2024-10-01 12:00:00+00:00,2673.199951171875,2678.300048828125,2671.699951171875,2671.800048828125,11644
39,2024-10-01 13:00:00+00:00,2689.800048828125,2694.0,2669.5,2673.199951171875,39403
40,2024-10-01 14:00:00+00:00,2680.5,2691.89990234375,2678.89990234375,2690.800048828125,28102
41,2024-10-01 15:00:00+00:00,2685.10009765625,2687.10009765625,2675.199951171875,2680.60009765625,18727
42,2024-10-01 16:00:00+00:00,2687.800048828125,2694.699951171875,2682.89990234375,2685.0,18369
43,2024-10-01 17:00:00+00:00,2683.800048828125,2693.39990234375,2681.89990234375,2687.800048828125,18824
44,2024-10-01 18:00:00+00:00,2682.5,2686.39990234375,2678.89990234375,2683.699951171875,7522
45,2024-10-01 19:00:00+00:00,2679.89990234375,2685.60009765625,2679.39990234375,2682.39990234375,5323
46,2024-10-01 20:00:00+00:00,2684.800048828125,2685.300048828125,2679.199951171875,2679.89990234375,2387
47,2024-10-01 22:00:00+00:00,2683.0,2684.60009765625,2681.89990234375,2684.60009765625,0
48,2024-10-01 23:00:00+00:00,2681.199951171875,2683.199951171875,2681.0,2683.10009765625,1085
49,2024-10-02 00:00:00+00:00,2678.5,2681.5,2678.0,2681.199951171875,2271
50,2024-10-02 01:00:00+00:00,2681.60009765625,2683.199951171875,2677.199951171875,2678.5,3074
51,2024-10-02 02:00:00+00:00,2681.10009765625,2682.199951171875,2679.5,2681.60009765625,1536
52,2024-10-02 03:00:00+00:00,2676.5,2682.60009765625,2676.0,2681.199951171875,2499
53,2024-10-02 04:00:00+00:00,2675.199951171875,2677.5,2673.39990234375,2676.199951171875,2888
54,2024-10-02 05:00:00+00:00,2669.0,2677.199951171875,2665.39990234375,2675.0,6442
55,2024-10-02 06:00:00+00:00,2670.60009765625,2672.300048828125,2668.10009765625,2669.10009765625,3197
56,2024-10-02 07:00:00+00:00,2676.5,2676.699951171875,2670.39990234375,2670.60009765625,5499
57,2024-10-02 08:00:00+00:00,2673.39990234375,2676.89990234375,2669.60009765625,2676.60009765625,6506
58,2024-10-02 09:00:00+00:00,2674.10009765625,2676.800048828125,2672.60009765625,2673.39990234375,4307
59,2024-10-02 10:00:00+00:00,2670.199951171875,2675.5,2669.800048828125,2674.0,2534
60,2024-10-02 11:00:00+00:00,2670.60009765625,2673.60009765625,2669.10009765625,2670.10009765625,3377
61,2024-10-02 12:00:00+00:00,2670.800048828125,2674.199951171875,2664.89990234375,2670.699951171875,11653
62,2024-10-02 13:00:00+00:00,2680.800048828125,2682.300048828125,2670.300048828125,2670.800048828125,16583
63,2024-10-02 14:00:00+00:00,2669.199951171875,2684.800048828125,2668.39990234375,2681.0,15753
64,2024-10-02 15:00:00+00:00,2671.300048828125,2672.0,2662.10009765625,2669.300048828125,14406
65,2024-10-02 16:00:00+00:00,2670.89990234375,2673.699951171875,2669.199951171875,2671.199951171875,5714
66,2024-10-02 17:00:00+00:00,2673.60009765625,2674.300048828125,2668.39990234375,2671.0,4920
67,2024-10-02 18:00:00+00:00,2675.0,2677.10009765625,2672.39990234375,2673.699951171875,4464
68,2024-10-02 19:00:00+00:00,2679.800048828125,2680.10009765625,2674.699951171875,2675.10009765625,3467
69,2024-10-02 20:00:00+00:00,2680.199951171875,2681.199951171875,2679.39990234375,2679.800048828125,1833
70,2024-10-02 22:00:00+00:00,2679.699951171875,2680.800048828125,2678.800048828125,2679.89990234375,0
71,2024-10-02 23:00:00+00:00,2680.300048828125,2681.39990234375,2679.60009765625,2679.60009765625,1304
72,2024-10-03 00:00:00+00:00,2678.300048828125,2683.39990234375,2677.89990234375,2680.39990234375,3742
73,2024-10-03 01:00:00+00:00,2678.800048828125,2679.5,2675.39990234375,2678.199951171875,1759
74,2024-10-03 02:00:00+00:00,2676.199951171875,2679.199951171875,2675.800048828125,2678.699951171875,1427
75,2024-10-03 03:00:00+00:00,2676.60009765625,2678.199951171875,2673.699951171875,2676.10009765625,2339
76,2024-10-03 04:00:00+00:00,2675.199951171875,2676.89990234375,2674.800048828125,2676.199951171875,855
